fid,Arbolado y Vegetación,Limpieza Viaria,Contaminación Sonora,Señaización       H y V,Sendas Peatonales,Obras en Construcción,Presencia de Obstáculos,Distancias Paradas TP,Actividad Comercial,Área Movilidad Motorizada,Ancho Vereda Útil,Estado de Vereda,Mobiliario Urbano,Pendientes,Movilidad Reducida,Estado Rampas,Guía no Videntes,IC,Tipo
1512,2,1,1,1,2,4,4,4,0,2,4,1,1,1,2,1,1,"47,0588235294118",impar
1513,1,4,1,1,1,4,4,4,0,2,4,4,3,1,2,1,1,"55,8823529411765",impar
1525,1,1,1,1,1,4,1,4,4,2,4,1,3,4,2,1,1,"52,9411764705882",impar
1526,1,4,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",impar
1527,2,1,1,1,2,4,4,4,4,2,4,1,2,1,2,1,1,"54,4117647058823",impar
1528,1,4,1,1,1,4,1,4,0,2,4,3,3,1,2,1,1,50,impar
1531,1,3,1,3,2,4,4,4,0,2,4,3,2,1,2,1,1,"55,8823529411765",impar
1540,3,3,4,3,2,4,4,4,4,2,4,4,3,1,2,1,4,"76,4705882352941",impar
1541,1,4,4,3,1,4,4,4,0,2,4,3,3,1,2,1,1,"61,7647058823529",impar
1563,2,4,1,1,1,4,1,4,4,2,4,1,1,1,2,1,1,"51,4705882352941",impar
1570,3,2,1,3,2,4,1,4,4,2,4,3,1,1,2,1,1,"57,3529411764706",impar
1584,1,3,1,3,4,3,4,4,0,2,4,1,1,1,2,1,1,"52,9411764705882",impar
186,1,4,1,3,2,4,4,4,4,2,1,4,1,1,2,1,1,"58,8235294117647",par
187,1,4,1,1,1,4,4,4,0,2,4,3,2,1,2,1,1,"52,9411764705882",par
197,1,4,1,3,2,4,4,4,0,2,4,3,2,1,2,1,1,"57,3529411764706",par
198,1,1,1,4,1,4,4,4,4,2,4,1,3,1,2,1,1,"57,3529411764706",par
201,1,4,1,4,2,4,4,4,4,2,4,3,1,2,2,1,1,"64,7058823529412",par
216,1,4,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
217,1,3,1,3,1,4,4,4,0,2,4,1,3,1,2,1,1,"52,9411764705882",par
220,1,2,1,3,2,4,4,4,0,2,4,1,2,1,2,1,1,"51,4705882352941",par
221,1,4,1,3,2,4,4,4,4,2,4,3,4,1,2,1,1,"66,1764705882353",par
225,1,4,1,1,2,4,4,4,0,2,4,4,2,1,2,1,1,"55,8823529411765",par
230,2,2,1,1,2,4,1,4,4,2,1,1,1,3,2,1,1,"48,5294117647059",par
231,1,3,1,1,2,4,4,4,0,2,1,1,2,1,2,1,1,"45,5882352941176",par
233,1,4,1,1,1,4,4,4,4,2,4,1,3,2,2,1,1,"58,8235294117647",par
234,2,4,1,3,4,4,4,4,4,2,4,4,4,1,3,4,1,"77,9411764705882",par
242,1,3,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",par
244,1,3,1,1,2,4,4,4,4,2,4,4,1,1,2,1,1,"58,8235294117647",par
245,2,3,1,1,2,4,4,4,4,2,1,4,3,1,2,1,1,"58,8235294117647",par
246,1,2,1,3,4,4,4,4,4,2,4,1,3,2,3,2,1,"66,1764705882353",par
248,3,4,1,4,2,4,4,4,4,2,4,4,3,1,2,1,4,75,par
249,1,4,1,3,4,4,4,4,4,2,1,3,3,1,2,1,1,"63,2352941176471",par
255,1,3,1,1,1,4,4,4,4,2,4,1,2,1,2,1,1,"54,4117647058823",par
257,1,3,1,3,2,4,4,4,0,2,1,3,1,1,2,1,1,50,par
259,2,2,1,1,4,4,4,4,4,2,1,3,3,3,3,1,1,"63,2352941176471",par
260,1,4,1,1,2,4,4,4,4,2,1,4,2,1,2,1,1,"57,3529411764706",par
263,1,4,1,1,4,4,1,4,4,2,4,4,2,1,2,1,1,"60,2941176470588",par
264,1,3,1,4,4,4,4,4,4,2,1,3,2,1,3,1,1,"63,2352941176471",par
267,2,2,1,1,2,4,1,4,4,2,4,1,3,1,2,1,1,"52,9411764705882",par
268,3,3,1,3,2,4,1,4,4,2,4,4,3,1,2,1,1,"63,2352941176471",par
272,2,4,1,3,1,4,4,4,4,2,1,1,3,3,3,2,1,"63,2352941176471",par
273,3,3,1,3,2,4,4,4,4,2,4,4,3,1,3,4,1,"73,5294117647059",par
274,1,4,1,3,1,4,4,4,0,2,4,3,2,1,2,1,1,"55,8823529411765",par
276,1,4,1,3,4,4,4,4,4,2,1,1,2,3,2,1,1,"61,7647058823529",par
277,1,4,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
283,2,4,1,1,2,4,4,4,0,2,4,4,3,1,2,1,4,"63,2352941176471",par
288,1,2,1,4,2,4,4,4,0,2,4,3,2,1,2,1,1,"55,8823529411765",par
289,1,1,1,1,4,4,4,4,4,2,4,1,2,1,2,1,1,"55,8823529411765",par
290,1,3,1,4,2,4,4,4,4,2,4,4,3,1,2,1,1,"66,1764705882353",par
291,2,4,1,3,4,4,4,4,4,2,4,3,3,1,3,4,1,75,par
293,1,4,1,3,4,4,4,4,0,2,4,4,2,1,2,4,1,"66,1764705882353",par
294,2,4,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",par
295,3,3,1,3,4,4,4,4,4,2,4,3,3,1,2,3,1,"72,0588235294118",par
296,1,2,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",par
298,2,4,1,3,4,4,4,4,4,2,1,3,1,1,3,3,1,"66,1764705882353",par
300,1,3,1,1,4,4,1,4,0,2,4,4,2,4,2,1,1,"57,3529411764706",par
301,2,3,1,3,4,4,4,4,4,2,1,3,2,1,3,4,1,"67,6470588235294",par
302,1,2,1,3,4,4,4,4,4,2,4,1,3,1,2,1,1,"61,7647058823529",par
303,3,4,1,4,4,4,1,4,4,2,4,4,3,1,3,3,1,"73,5294117647059",par
304,2,4,1,1,2,4,1,4,4,2,4,3,2,1,2,1,1,"57,3529411764706",par
306,1,3,1,1,4,4,4,4,0,2,4,3,2,1,2,1,1,"55,8823529411765",par
307,1,2,1,4,4,4,1,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",par
308,1,2,1,1,2,4,4,4,4,2,1,1,1,3,4,2,1,"55,8823529411765",par
309,1,4,1,1,4,4,4,4,0,2,4,3,2,1,2,1,1,"57,3529411764706",par
311,1,3,1,3,1,4,4,4,4,4,1,3,3,1,2,1,1,"60,2941176470588",par
316,2,4,1,3,2,4,1,4,4,2,1,1,2,3,2,2,1,"57,3529411764706",par
317,3,4,1,3,4,4,1,4,4,2,4,3,3,1,2,3,1,"69,1176470588235",par
318,1,3,1,3,1,4,1,4,4,2,4,3,3,1,2,1,1,"57,3529411764706",par
319,1,3,1,1,2,4,1,4,4,2,4,1,3,1,2,1,1,"52,9411764705882",par
321,2,2,1,3,2,4,4,4,4,2,4,4,3,1,2,4,1,"69,1176470588235",par
322,1,4,1,1,1,4,1,4,4,2,1,1,1,2,3,1,1,"48,5294117647059",par
323,1,3,1,1,4,4,4,4,4,2,1,3,3,1,2,1,1,"58,8235294117647",par
324,1,4,1,1,2,4,4,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",par
326,1,4,1,1,4,3,4,4,4,2,1,4,3,1,2,1,1,"60,2941176470588",par
329,2,4,1,3,4,4,1,4,4,2,4,3,3,1,3,3,1,"69,1176470588235",par
331,1,3,1,1,1,4,4,4,0,2,1,1,3,1,2,1,1,"45,5882352941176",par
332,1,2,1,3,2,4,4,4,4,2,4,1,2,1,2,1,1,"57,3529411764706",par
333,1,3,1,3,4,4,4,4,4,2,1,3,3,1,2,4,1,"66,1764705882353",par
334,3,2,1,3,4,4,4,4,0,2,4,3,3,1,2,1,1,"61,7647058823529",par
336,1,3,1,3,4,4,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",par
337,1,3,1,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",par
338,1,4,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
340,1,4,1,3,2,4,4,4,4,2,1,4,3,1,2,1,1,"61,7647058823529",par
342,1,4,1,3,4,4,4,4,4,2,4,4,2,1,2,1,1,"67,6470588235294",par
343,1,4,1,1,4,4,4,4,4,2,1,1,3,2,3,2,1,"61,7647058823529",par
346,1,3,1,3,2,4,4,4,4,2,4,1,3,1,2,1,1,"60,2941176470588",par
347,1,3,1,3,4,4,1,4,4,2,1,1,3,2,4,1,1,"58,8235294117647",par
348,1,3,1,4,4,4,4,4,0,2,4,1,3,1,2,1,1,"58,8235294117647",par
350,2,3,1,3,2,4,4,4,4,2,1,1,1,3,4,4,1,"64,7058823529412",par
351,1,3,1,3,4,4,1,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",par
352,2,2,1,1,4,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",par
353,1,3,1,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"64,7058823529412",par
356,1,4,1,4,2,4,4,4,4,2,4,3,3,1,2,1,1,"66,1764705882353",par
357,1,2,1,3,2,3,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
358,3,4,1,1,4,4,4,4,4,2,1,3,3,2,4,2,1,"69,1176470588235",par
361,1,4,1,3,2,4,4,4,0,2,4,4,3,1,2,1,1,"60,2941176470588",par
365,1,3,1,1,2,4,4,4,4,2,1,1,1,2,3,1,1,"52,9411764705882",par
366,1,1,1,4,4,4,1,4,4,2,4,1,3,1,2,1,1,"57,3529411764706",par
367,1,4,1,1,2,4,4,4,4,2,1,3,3,3,2,1,1,"60,2941176470588",par
368,1,4,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
370,3,4,1,4,4,4,4,4,4,2,1,3,3,2,4,1,1,"72,0588235294118",par
371,1,4,1,3,2,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
375,3,4,1,3,4,4,4,4,4,2,4,3,3,1,2,3,1,"73,5294117647059",par
377,1,1,1,3,4,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",par
378,1,4,1,3,4,4,4,4,4,2,4,4,3,1,2,1,1,"69,1176470588235",par
379,1,2,1,1,4,4,4,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",par
380,1,3,1,3,4,4,1,4,4,2,1,1,3,1,2,1,1,"54,4117647058823",par
382,1,2,1,3,4,4,4,4,4,2,4,3,2,4,3,4,1,"73,5294117647059",par
383,1,4,1,3,1,4,1,4,0,2,4,3,2,1,2,1,1,"51,4705882352941",par
385,2,4,1,1,2,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",par
386,1,4,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
387,1,4,1,1,2,4,4,4,4,2,1,1,1,3,2,1,1,"54,4117647058823",par
388,3,3,1,3,4,4,4,4,4,2,1,3,3,2,3,1,1,"67,6470588235294",par
389,2,2,1,3,4,4,1,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",par
390,2,4,1,3,4,4,1,4,4,2,1,1,3,2,4,2,1,"63,2352941176471",par
392,1,1,1,1,2,4,4,4,4,2,4,3,3,1,2,1,1,"57,3529411764706",par
393,1,2,1,1,4,4,4,4,4,2,4,1,3,2,2,1,1,"60,2941176470588",par
395,2,3,1,4,4,4,4,4,4,2,4,3,3,1,2,1,1,"69,1176470588235",par
396,1,1,1,1,2,4,1,4,4,2,4,1,3,2,2,1,1,"51,4705882352941",par
399,2,4,1,3,4,4,4,4,4,2,1,1,2,2,3,2,1,"64,7058823529412",par
400,1,4,1,3,4,4,4,4,4,2,1,3,2,3,3,1,1,"66,1764705882353",par
401,3,4,1,1,4,4,4,4,4,2,1,4,3,2,3,3,1,"70,5882352941177",par
404,1,1,1,3,2,4,1,4,4,2,4,3,2,1,2,1,1,"54,4117647058823",par
405,1,2,1,3,4,4,1,4,0,2,1,4,1,1,2,1,1,"48,5294117647059",par
409,1,4,1,1,4,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",par
410,1,4,1,1,4,4,4,4,4,2,4,4,2,1,2,1,1,"64,7058823529412",par
412,1,4,1,3,4,4,4,4,4,2,1,1,3,3,2,1,1,"63,2352941176471",par
413,1,2,1,3,4,4,1,4,4,2,4,1,3,1,2,1,1,"57,3529411764706",par
416,1,2,1,1,2,4,1,4,0,2,4,1,3,1,2,1,4,50,par
418,1,4,1,4,4,4,4,4,4,2,4,4,3,1,2,1,1,"70,5882352941177",par
419,3,4,1,3,4,4,4,4,4,2,1,1,3,2,3,1,1,"66,1764705882353",par
421,1,4,1,4,4,4,4,4,4,2,4,4,2,1,2,1,1,"69,1176470588235",par
422,1,3,1,3,4,4,4,4,4,2,1,4,3,1,2,1,1,"63,2352941176471",par
423,1,3,1,3,2,4,4,4,4,2,4,1,2,1,2,1,1,"58,8235294117647",par
425,1,4,1,4,2,4,1,4,4,4,4,3,3,1,2,4,1,"69,1176470588235",par
426,2,4,1,3,4,4,4,4,4,2,4,3,2,1,3,3,1,"72,0588235294118",par
429,1,2,1,3,2,4,1,4,4,2,1,1,3,1,2,2,1,"51,4705882352941",par
432,1,3,1,3,4,4,1,4,4,2,4,1,3,1,2,1,4,"63,2352941176471",par
433,3,3,1,4,4,4,4,4,4,2,1,3,3,2,4,3,1,"73,5294117647059",par
434,1,2,1,1,2,4,4,4,0,2,4,1,3,1,2,1,4,"54,4117647058823",par
435,1,4,1,1,1,4,4,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
437,1,2,1,4,1,4,1,4,4,2,1,3,2,2,3,1,1,"54,4117647058823",par
438,1,4,1,3,4,4,4,4,4,2,4,4,2,1,2,1,4,"72,0588235294118",par
440,1,4,1,1,2,4,1,4,4,2,4,1,3,1,2,1,1,"54,4117647058823",par
441,1,3,1,3,4,4,4,4,4,2,1,1,3,1,2,1,1,"58,8235294117647",par
442,1,2,1,3,2,4,1,4,4,2,4,1,3,1,2,1,1,"54,4117647058823",par
444,2,4,1,4,2,4,4,4,4,2,1,3,3,2,3,1,1,"66,1764705882353",par
445,1,4,1,1,1,4,4,4,0,2,1,3,2,1,2,1,1,"48,5294117647059",par
446,1,4,1,1,4,4,4,4,0,2,4,3,3,1,2,1,1,"58,8235294117647",par
448,1,4,1,3,1,4,4,4,4,2,4,3,3,1,2,1,1,"63,2352941176471",par
449,1,2,1,4,4,4,1,4,4,2,4,1,2,1,2,1,1,"57,3529411764706",par
451,1,3,1,1,2,4,1,4,4,2,4,1,2,1,2,1,1,"51,4705882352941",par
454,1,4,1,1,2,4,4,4,4,2,1,3,1,3,2,1,1,"57,3529411764706",par
459,4,3,1,3,2,4,4,4,4,2,1,3,3,2,2,1,1,"64,7058823529412",par
460,1,1,1,1,1,4,4,4,4,2,4,3,3,1,2,2,1,"57,3529411764706",par
461,1,3,1,3,2,4,1,4,4,2,4,1,2,1,2,1,1,"54,4117647058823",par
462,1,4,1,4,4,4,4,4,4,2,4,3,3,1,2,1,1,"69,1176470588235",par
463,1,4,1,3,4,4,4,4,4,2,1,1,3,3,2,1,1,"63,2352941176471",par
464,1,4,1,4,4,4,4,4,4,2,4,4,4,1,2,1,1,"72,0588235294118",par
465,1,3,1,1,4,4,4,4,4,2,1,1,2,1,2,1,1,"54,4117647058823",par
466,1,3,1,1,2,4,4,4,4,4,4,4,3,1,2,1,1,"64,7058823529412",par
469,1,2,1,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",par
470,3,3,1,3,4,4,4,4,4,2,4,4,3,1,3,3,1,75,par
472,1,3,1,3,4,3,4,4,4,2,4,1,2,1,2,1,1,"60,2941176470588",par
473,1,2,1,3,2,4,4,4,4,2,4,1,3,1,2,1,1,"58,8235294117647",par
474,1,3,1,1,4,4,1,4,4,2,1,1,3,1,2,1,1,"51,4705882352941",par
475,2,4,1,3,2,4,4,4,4,2,1,3,3,2,2,1,1,"63,2352941176471",par
477,1,4,1,3,4,4,4,4,4,2,4,3,3,1,2,1,1,"67,6470588235294",par
478,1,4,1,1,4,4,4,4,4,2,1,3,3,1,2,1,1,"60,2941176470588",par
479,1,3,1,1,2,4,1,4,4,2,1,3,1,2,3,1,1,"51,4705882352941",par
480,1,4,1,1,4,4,1,4,4,2,4,3,3,1,2,2,1,"61,7647058823529",par
481,1,3,1,3,2,4,1,4,4,2,4,1,3,1,2,1,1,"55,8823529411765",par
484,1,3,1,3,1,4,4,4,4,2,4,1,2,2,2,1,1,"58,8235294117647",par
485,1,4,1,3,2,4,4,4,4,2,4,1,3,1,3,2,1,"64,7058823529412",par
489,1,3,1,1,1,4,4,4,4,2,1,3,1,3,2,1,1,"54,4117647058823",par
490,1,3,1,1,4,4,1,4,4,2,4,1,3,1,2,1,1,"55,8823529411765",par
491,1,4,1,1,2,4,1,4,4,2,4,3,2,1,2,1,1,"55,8823529411765",par
492,1,4,1,1,4,4,4,4,4,2,1,1,3,2,4,1,1,"61,7647058823529",par
501,1,3,1,3,2,4,4,4,4,2,1,3,2,3,3,1,1,"61,7647058823529",par
502,2,3,1,1,2,4,4,4,0,2,4,3,2,1,3,4,1,"60,2941176470588",par
503,1,4,1,1,2,2,4,4,4,2,4,4,3,1,2,1,1,"60,2941176470588",par
504,1,3,1,3,4,4,1,4,4,2,4,3,3,1,2,1,1,"61,7647058823529",par
505,1,1,1,1,2,4,4,4,4,2,4,3,3,1,2,1,1,"57,3529411764706",par
507,1,2,1,4,2,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",par
508,1,4,1,3,4,4,4,4,4,2,1,3,3,1,3,3,1,"67,6470588235294",par
509,1,4,1,3,4,4,4,4,4,4,4,3,3,1,2,1,4,75,par
510,1,4,1,3,4,4,4,4,0,2,1,4,3,3,2,1,1,"61,7647058823529",par
513,1,3,1,3,4,4,4,4,4,2,4,3,2,1,2,1,1,"64,7058823529412",par
514,2,2,1,3,2,4,4,4,4,2,1,1,3,2,4,1,1,"60,2941176470588",par
515,2,2,1,3,2,4,1,4,4,2,4,3,3,1,2,1,1,"58,8235294117647",par
517,2,2,1,4,2,4,1,4,4,2,4,3,3,1,2,1,1,"60,2941176470588",par
518,1,3,1,3,4,4,4,4,4,2,4,3,3,1,2,1,4,"70,5882352941177",par
519,1,4,1,3,4,4,4,4,4,4,4,3,3,1,2,1,1,"70,5882352941177",par
520,1,4,1,1,4,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
521,2,1,1,3,4,4,4,4,4,2,4,4,3,4,2,3,1,"73,5294117647059",par
523,1,4,1,1,4,4,4,4,4,2,4,4,2,1,3,4,1,"70,5882352941177",par
525,1,3,1,3,2,4,4,4,4,2,1,3,1,2,2,1,1,"57,3529411764706",par
530,2,4,1,1,4,4,4,4,4,2,1,1,3,2,2,1,1,"60,2941176470588",par
531,1,4,1,1,4,4,4,4,0,2,4,3,3,1,2,1,1,"58,8235294117647",par
533,1,3,1,1,2,4,1,4,4,2,4,3,3,1,2,1,1,"55,8823529411765",par
534,1,4,1,3,4,4,4,4,0,2,4,4,3,2,2,1,1,"64,7058823529412",par
542,1,3,1,1,4,4,4,4,4,2,1,3,3,3,3,1,1,"63,2352941176471",par
543,2,3,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",par
546,1,4,1,3,4,4,4,4,4,2,1,3,3,1,2,1,1,"63,2352941176471",par
547,2,3,1,3,4,4,4,4,4,2,1,1,2,3,3,3,1,"66,1764705882353",par
553,1,4,1,3,4,4,4,4,0,2,4,3,2,1,2,1,1,"60,2941176470588",par
554,1,4,1,1,4,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
555,1,4,1,1,2,4,4,4,0,2,1,3,2,1,2,1,1,50,par
558,1,4,1,3,2,4,4,4,4,2,4,3,3,1,2,3,1,"67,6470588235294",par
563,1,3,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"61,7647058823529",par
564,1,4,1,3,2,4,4,4,0,2,4,3,2,2,2,1,1,"58,8235294117647",par
566,3,3,1,3,4,4,1,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
567,2,4,1,3,4,4,4,4,4,2,1,1,3,3,3,1,1,"66,1764705882353",par
568,1,4,1,4,4,4,4,4,4,2,4,3,2,1,3,4,1,"73,5294117647059",par
569,1,4,1,1,4,4,4,4,4,2,4,3,3,1,2,1,1,"64,7058823529412",par
570,1,3,1,1,2,4,1,4,4,2,4,3,3,2,2,1,1,"57,3529411764706",par
572,1,4,1,4,4,4,4,4,4,2,1,3,3,1,2,1,1,"64,7058823529412",par
573,1,4,1,3,2,4,4,4,4,2,4,3,2,1,2,1,1,"63,2352941176471",par
578,1,2,1,1,4,4,4,4,0,2,4,3,2,1,2,1,1,"54,4117647058823",par
579,1,4,4,1,1,4,4,4,4,2,1,3,1,2,2,1,1,"58,8235294117647",par
586,1,1,1,1,2,4,1,4,0,2,4,3,2,1,2,1,1,"45,5882352941176",par
590,1,2,1,1,4,4,1,4,4,2,4,1,3,1,2,1,1,"54,4117647058823",par
591,1,3,1,1,2,4,4,4,4,2,4,3,3,2,2,1,1,"61,7647058823529",par
592,1,4,1,1,1,4,1,4,4,2,1,1,3,2,2,1,1,50,par
594,1,4,1,1,2,4,4,4,0,2,4,3,2,1,2,1,1,"54,4117647058823",par
595,1,1,1,1,4,4,1,4,0,2,4,3,3,1,2,1,1,50,par
598,1,1,1,3,2,4,4,4,0,2,4,1,1,1,2,1,1,"48,5294117647059",par
599,1,4,1,1,2,4,4,4,0,2,4,3,1,1,2,1,4,"57,3529411764706",par
600,1,4,1,1,2,4,4,4,4,2,4,4,3,1,2,1,1,"63,2352941176471",par
603,1,4,1,1,4,4,1,4,4,2,4,4,3,1,2,1,1,"61,7647058823529",par
604,1,4,1,3,4,4,4,4,4,2,4,4,2,1,2,1,1,"67,6470588235294",par
605,1,1,1,3,1,4,4,4,4,2,4,3,3,1,2,3,1,"61,7647058823529",par
607,1,4,1,3,4,4,4,4,0,2,4,4,2,1,3,4,1,"67,6470588235294",par
608,1,4,1,1,2,4,1,4,4,2,4,3,3,1,2,1,1,"57,3529411764706",par
609,1,4,4,1,1,4,4,4,0,#¡DIV/0!,1,0,1,4,2,1,1,#¡DIV/0!,par
610,1,3,4,1,1,4,4,4,0,2,1,3,3,3,2,1,1,"55,8823529411765",par
611,1,3,1,3,1,4,4,4,0,2,4,3,1,1,2,1,1,"52,9411764705882",par
615,1,4,1,1,1,4,4,4,0,2,4,3,2,1,2,1,1,"52,9411764705882",par
616,1,4,4,3,1,4,4,4,0,2,1,1,2,3,1,1,1,"54,4117647058823",par
618,4,1,1,3,2,4,1,4,0,2,4,4,4,1,2,1,1,"57,3529411764706",par
620,2,2,1,3,4,4,1,4,4,2,1,3,3,1,2,1,1,"57,3529411764706",par
621,1,4,1,4,4,4,4,4,4,2,4,4,2,1,2,1,1,"69,1176470588235",par
622,1,4,1,4,4,4,4,4,4,2,4,3,2,1,2,1,1,"67,6470588235294",par
623,1,2,1,3,2,4,1,4,4,2,4,1,3,1,2,1,1,"54,4117647058823",par
624,1,4,1,1,1,4,4,4,0,2,4,3,2,1,2,1,1,"52,9411764705882",par
625,1,4,1,1,4,4,4,4,4,2,1,1,3,1,2,1,1,"57,3529411764706",par
627,2,3,1,4,4,4,4,4,0,2,4,4,3,1,3,4,1,"70,5882352941177",par
633,1,3,1,4,4,4,1,4,4,2,2,3,3,1,2,1,1,"60,2941176470588",par
638,1,3,1,4,4,4,1,4,4,2,4,1,3,1,2,1,1,"60,2941176470588",par
639,1,1,1,3,1,2,1,4,4,2,4,1,2,1,2,1,1,"47,0588235294118",par
640,1,4,1,1,1,4,4,4,0,2,4,3,3,1,2,1,1,"54,4117647058823",par
643,1,4,1,4,2,4,1,4,4,2,1,3,2,2,2,1,1,"57,3529411764706",par
647,1,2,1,3,1,4,4,4,4,2,4,4,2,1,2,1,1,"60,2941176470588",par
648,1,4,4,1,1,4,4,4,4,2,1,4,1,2,2,1,1,"60,2941176470588",par
650,2,4,1,1,4,4,4,4,4,2,1,3,3,1,1,1,1,"60,2941176470588",par
651,3,4,1,3,4,4,4,4,4,2,4,4,3,1,3,3,1,"76,4705882352941",par
655,1,3,1,3,4,4,4,4,4,2,4,4,4,4,2,1,1,"73,5294117647059",par
657,1,2,1,3,4,4,4,4,4,2,1,4,3,1,2,1,1,"61,7647058823529",par
658,1,3,1,3,4,4,1,4,4,2,4,4,2,1,2,3,1,"64,7058823529412",par
660,1,2,1,1,4,4,4,4,4,2,1,1,3,3,3,1,1,"58,8235294117647",par
663,1,4,1,1,1,4,4,4,0,2,1,1,2,2,2,1,1,"47,0588235294118",par
664,1,4,1,3,4,4,4,4,4,2,2,3,3,1,2,1,1,"64,7058823529412",par
668,3,3,1,4,4,4,4,4,4,2,4,3,3,1,2,1,1,"70,5882352941177",par
669,1,4,1,1,4,4,4,4,4,2,2,4,3,1,4,1,1,"66,1764705882353",par
670,3,3,1,3,4,4,1,4,4,2,4,4,3,1,2,1,4,"70,5882352941177",par
671,1,3,1,3,1,4,4,4,4,2,4,4,3,1,2,1,1,"63,2352941176471",par
672,1,3,1,3,4,4,4,4,0,2,4,3,3,1,2,1,1,"60,2941176470588",par
673,1,2,1,3,4,4,1,4,4,2,1,1,3,3,4,3,1,"61,7647058823529",par
675,3,3,1,3,4,4,1,4,4,2,1,1,3,1,2,2,1,"58,8235294117647",par
676,1,1,1,1,4,4,1,4,4,2,4,3,3,1,2,3,1,"58,8235294117647",par
684,1,2,1,3,2,4,4,4,0,2,4,3,2,1,2,1,1,"54,4117647058823",par
685,4,3,1,3,4,2,4,4,4,2,2,1,3,1,4,2,1,"66,1764705882353",par
691,1,3,1,1,2,4,4,4,4,2,1,3,2,2,2,1,1,"55,8823529411765",par
692,1,3,1,4,4,4,4,4,4,2,1,4,3,1,2,1,1,"64,7058823529412",par
693,1,2,1,1,4,2,1,4,4,2,4,1,1,1,2,1,1,"48,5294117647059",par
694,1,2,1,1,2,4,1,4,4,2,1,1,3,3,3,1,1,"51,4705882352941",par
696,1,4,1,1,4,4,4,4,0,2,1,4,3,1,2,3,1,"58,8235294117647",par
